user.cs_path: /usr/bin:/bin:/usr/sbin:/sbin
vm.vm_page_background_mode: 1
vm.vm_page_background_exclude_external: 0
vm.vm_page_background_target: 50000
vm.vm_page_background_count: 107740
vm.vm_page_background_internal_count: 75160
vm.vm_page_background_external_count: 32580
vm.vm_page_background_promoted_count: 4063607
vm.vm_pageout_considered_bq_internal: 3869892
vm.vm_pageout_considered_bq_external: 1038805
vm.vm_pageout_rejected_bq_internal: 0
vm.vm_pageout_rejected_bq_external: 0
vm.darkwake_mode: 0
vm.retired_pages_count: 0
vm.vm_ecc_corrected_count: 5
vm.vm_ecc_uncorrected_count: 0
vm.vm_ecc_db_pages: 0
vm.vm_ecc_zero_pages: 0
vm.vm_ecc_panic_pages: 0
vm.vm_ecc_max_db_pages: 8388
vm.cs_blob_count: 1889
vm.cs_blob_size: 175116894
vm.cs_blob_count_peak: 2212
vm.cs_blob_size_peak: 191940923
vm.cs_blob_size_max: 7479195
vm.log_map_delete_permanent_prot_none: 0
vm.cs_executable_create_upl: 0
vm.cs_executable_wire: 0
vm.apple_protect_pager_count: 0
vm.apple_protect_pager_count_mapped: 0
vm.apple_protect_pager_cache_limit: 20
vm.vm_do_collapse_compressor: 933
vm.vm_do_collapse_compressor_pages: 4375
vm.vm_do_collapse_terminate: 933
vm.vm_do_collapse_terminate_failure: 0
vm.vm_should_cow_but_wired: 0
vm.vm_create_upl_extra_cow: 0
vm.vm_create_upl_extra_cow_pages: 0
vm.vm_create_upl_lookup_failure_write: 0
vm.vm_create_upl_lookup_failure_copy: 0
vm.vm_debug_events: 0
vm.shared_region_unnest_logging: 1
vm.shared_region_trace_level: 1
vm.shared_region_version: 3
vm.shared_region_persistence: 0
vm.vmwls_total_success: 3641628
vm.vmwls_total_fail: 2
vm.vmwls_overflow: 0
vm.vmwls_bad_offset: 0
vm.vmwls_bad_addr: 0
vm.vmwls_bad_prot: 0
vm.vmwls_bad_file: 0
vm.vmwls_bad_shadows: 2
vm.vmwls_bad_cow: 0
vm.pagesize: 16384
vm.vm_page_free_target: 4000
vm.memory_pressure: 0
vm.page_free_wanted: 0
vm.page_purgeable_count: 167414
vm.page_purgeable_wired_count: 9
vm.kern_lpage_count: 0
vm.pages_grabbed: 6755987270
vm.pages_grabbed_kern: 1112357570
vm.pages_grabbed_iopl: 2922129244
vm.pages_grabbed_upl: 382624121
vm.madvise_free_debug: 0
vm.madvise_free_debug_sometimes: 0
vm.page_reusable_count: 402969
vm.reusable_success: 1097450642
vm.reusable_failure: 1212640
vm.reusable_pages_shared: 2617074
vm.all_reusable_calls: 0
vm.partial_reusable_calls: 1097037318
vm.reuse_success: 27603192
vm.reuse_failure: 0
vm.all_reuse_calls: 0
vm.partial_reuse_calls: 32143674
vm.can_reuse_success: 44824
vm.can_reuse_failure: 77
vm.reusable_reclaimed: 0
vm.reusable_nonwritable: 1175958
vm.reusable_shared: 139625834
vm.free_shared: 909
vm.page_free_count: 4010317
vm.page_speculative_count: 368402
vm.page_cleaned_count: 1
vm.page_throttled_count: 0
vm.page_pageable_internal_count: 1183096
vm.page_pageable_external_count: 2701169
vm.pageout_clean_but_shadowing: 51787
vm.pageout_clean_no_shadowing: 13748936
vm.pageout_inactive_clean: 166921194
vm.pageout_inactive_used: 236538153
vm.pageout_inactive_dirty_internal: 81407441
vm.pageout_inactive_dirty_external: 156377
vm.pageout_speculative_clean: 64947444
vm.pageout_freed_external: 88170122
vm.pageout_freed_speculative: 64947444
vm.pageout_freed_cleaned: 325980
vm.pageout_protected_sharedcache: 21126
vm.pageout_forcereclaimed_sharedcache: 416
vm.pageout_protected_realtime: 168
vm.pageout_forcereclaimed_realtime: 0
vm.page_realtime_count: 1159
vm.pageout_protect_realtime: 1
vm.page_shared_region_count: 31450
vm.prefault_nb_pages: 30359
vm.prefault_nb_bailout: 0
vm.prefault_nb_no_page: 0
vm.prefault_nb_wrong_page: 0
vm.vm_min_kernel_address: 18446741874686296064
vm.vm_max_kernel_address: 18446742768039493631
vm.pages: 8266430
vm.page_busy_absent_skipped: 0
vm.upl_pages_tainted: 0
vm.iopl_pages_tainted: 0
vm.corpse_footprint_count: 107
vm.corpse_footprint_size_avg: 167754
vm.corpse_footprint_size_max: 410549
vm.corpse_footprint_full: 0
vm.corpse_footprint_no_buf: 0
vm.cs_defer_to_csm: 0
vm.cs_defer_to_csm_not: 23858497
vm.shared_region_pager_copied: 0
vm.shared_region_pager_slid: 338457
vm.shared_region_pager_slid_error: 0
vm.shared_region_pager_reclaimed: 174877
vm.shared_region_destroy_delay: 120
vm.map_lookup_locked_copy_slowly_count: 0
vm.map_lookup_locked_copy_slowly_size: 0
vm.map_lookup_locked_copy_slowly_max: 0
vm.map_lookup_locked_copy_slowly_restart: 0
vm.map_lookup_locked_copy_slowly_error: 0
vm.map_lookup_locked_copy_strategically_count: 4956071
vm.map_lookup_locked_copy_strategically_size: 51741518626816
vm.map_lookup_locked_copy_strategically_max: 33554432
vm.map_lookup_locked_copy_strategically_restart: 0
vm.map_lookup_locked_copy_strategically_error: 0
vm.map_lookup_locked_copy_shadow_count: 0
vm.map_lookup_locked_copy_shadow_size: 0
vm.map_lookup_locked_copy_shadow_max: 0
vm.protect_privileged_from_untrusted: 1
vm.copied_on_read: 7
vm.copied_on_read_kernel_map: 0
vm.copied_on_read_platform_map: 0
vm.shared_region_count: 4
vm.shared_region_peak: 4
vm.map_set_size_limit_count: 0
vm.map_set_data_limit_count: 0
vm.map_enter_RLIMIT_AS_count: 0
vm.map_enter_RLIMIT_DATA_count: 0
vm.map_copy_extra_adjustments: 0
vm.fault_resilient_media_initiate: 0
vm.fault_resilient_media_retry: 0
vm.fault_resilient_media_proceed: 0
vm.fault_resilient_media_release: 0
vm.fault_resilient_media_abort1: 0
vm.fault_resilient_media_abort2: 0
vm.pmap_query_page_info_retries: 0
vm.shared_region_pivot: 0
vm.object_shadow_forced: 607107
vm.object_shadow_skipped: 9997927
vm.object_shadow_set_shadowed: 0
vm.object_upl_throttle_cnt: 139
vm.vmtc_total: 0
vm.map_range_overflows_count: 0
vm.map_range_oveflows_log: 0
vm.c_seg_filled_no_contention: 10693247
vm.c_seg_filled_contention: 430431
vm.c_seg_filled_contention_sec_max: 519721
vm.cluster_direct_write_wired: 0
vm.object_pageout_not_on_queue: 0
vm.object_pageout_not_pageable: 0
vm.object_pageout_pageable: 0
vm.object_pageout_active_local: 0
vm.object_pageout_clean_no_shadowing: 0
vm.object_pageout_clean_but_shadowing: 0
vm.object_no_shadowing_extra_refs: 8027381
vm.panic_ws_crash: 0
vfs.generic.maxtypenum: 30
vfs.generic.nfs.server.upcall_queue_count: 0
vfs.generic.nfs.server.upcall_queue_max_seen: 0
vfs.generic.nfs.server.upcall_queue_limit: 0
vfs.generic.nfs.server.use_upcall_svc: 1
vfs.generic.nfs.server.nfsd_tcp_connections: 0
vfs.generic.nfs.server.nfsd_sock_idle_timeout: 3600
vfs.generic.nfs.server.nfsd_thread_count: 0
vfs.generic.nfs.server.nfsd_thread_max: 0
vfs.generic.nfs.server.fsevents: 1
vfs.generic.nfs.server.unprocessed_rpc_max: 67108864
vfs.generic.nfs.server.unprocessed_rpc_current: 0
vfs.generic.nfs.server.debug_ctl: 0
vfs.generic.nfs.server.gss_context_ttl: 28800
vfs.generic.nfs.server.user_stats: 1
vfs.generic.nfs.server.request_queue_length: 128
vfs.generic.nfs.server.reqcache_size: 64
vfs.generic.nfs.server.export_hash_size: 64
vfs.generic.nfs.server.async: 0
vfs.generic.nfs.server.require_resv_port: 0
vfs.generic.nfs.server.wg_delay_v3: 0
vfs.generic.nfs.server.wg_delay: 1000
vfs.generic.nfs.client.uninterruptible_pagein: 0
vfs.generic.nfs.client.default_nfs4domain: 
vfs.generic.nfs.client.root_steals_gss_context: 0
vfs.generic.nfs.client.readlink_nocache: 0
vfs.generic.nfs.client.debug_ctl: 0
vfs.generic.nfs.client.tcp_sockbuf: 6291456
vfs.generic.nfs.client.split_open_owner: 0
vfs.generic.nfs.client.squishy_flags: 11
vfs.generic.nfs.client.is_mobile: 1
vfs.generic.nfs.client.callback_port: 0
vfs.generic.nfs.client.idmap_ctrl: 1
vfs.generic.nfs.client.access_for_getattr: 0
vfs.generic.nfs.client.access_dotzfs: 1
vfs.generic.nfs.client.access_delete: 1
vfs.generic.nfs.client.max_async_writes: 128
vfs.generic.nfs.client.lockd_mounts: 0
vfs.generic.nfs.client.nfsiod_thread_count: 0
vfs.generic.nfs.client.nfsiod_thread_max: 16
vfs.generic.nfs.client.statfs_rate_limit: 10
vfs.generic.nfs.client.allow_async: 0
vfs.generic.nfs.client.access_cache_timeout: 60
vfs.generic.nfs.client.iosize: 1048576
vfs.generic.nfs.client.nextdowndelay: 30
vfs.generic.nfs.client.initialdowndelay: 5
vfs.generic.root_unmounted_cleanly: 0
vfs.generic.sync_timeout: 5
vfs.generic.lifs.max_io_threads: 1
vfs.generic.lifs.max_inline_io_size: 262144
vfs.generic.lifs.max_read_size: 8388608
vfs.generic.lifs.max_write_size: 2097152
vfs.generic.lifs.max_ssd_read_size: 8388608
vfs.generic.lifs.max_ssd_write_size: 8388608
vfs.generic.lifs.max_read_blockmap_size: 1048576
vfs.generic.lifs.max_write_blockmap_size: 1048576
vfs.generic.lifs.max_ssd_read_blockmap_size: 262144
vfs.generic.lifs.max_ssd_write_blockmap_size: 262144
vfs.generic.lifs.read_meta_cache_hit: 686
vfs.generic.lifs.write_meta_cache_hit: 42
vfs.generic.hfs.kdebug.allocation: 0
vfs.generic.hfs.jnl.trim_flush: 240
vfs.generic.hfs.jnl.kdebug.trim: 0
vfs.generic.hfs.allocated: 0
vfs.generic.always_do_fullfsync: 0
vfs.generic.apfs.rage_purgeable_extents: 1
vfs.generic.apfs.rage_inode: 0
vfs.generic.apfs.unwritten_freeze_threshold: 4294967296
vfs.generic.apfs.proc_free_blocks_threshold: 8096
vfs.generic.apfs.rangelist_verification_mode: 0
vfs.generic.apfs.allocated: 369658273
vfs.generic.autofs.vnode_recycle_on_inactive: 1
vfs.nummntops: 119
vfs.vnstats.num_newvnode_calls_nodead: 58446
vfs.vnstats.num_newvnode_calls: 80854172
vfs.vnstats.num_deallocedvnodes: 0
vfs.vnstats.num_allocedvnodes: 0
vfs.vnstats.num_recycledvnodes: 80578986
vfs.vnstats.num_free_vnodes: 185485
vfs.vnstats.num_rapid_aging_vnodes: 2038
vfs.vnstats.num_async_work_vnodes: 0
vfs.vnstats.num_dead_vnodes_to_dealloc: 0
vfs.vnstats.num_dead_vnodes: 348
vfs.vnstats.num_deallocable_busy_vnodes: 0
vfs.vnstats.num_deallocable_vnodes: 0
vfs.vnstats.num_vnodes_max: 263168
vfs.vnstats.num_vnodes_min: 263168
vfs.vnstats.num_vnodes: 263168
vfs.vnstats.desired_vnodes: 263168
vfs.vnstats.vn_dealloc_level: 0
vfs.nspace.thread_prevent_materialization: 0
vfs.nspace.prevent_materialization: 0
vfs.nspace.resolver: 0
vfs.ncstats.nc_smr_enabled: 1
vfs.purge_vm_pagers: 1
net.local.stream.sendspace: 8192
net.local.stream.recvspace: 8192
net.local.stream.tracemdns: 0
net.local.dgram.maxdgram: 2048
net.local.dgram.recvspace: 4096
net.local.inflight: 0
net.local.log: 0
net.local.pcbcount: 300
net.inet.ip.portrange.lowfirst: 1023
net.inet.ip.portrange.lowlast: 600
net.inet.ip.portrange.first: 49152
net.inet.ip.portrange.last: 65535
net.inet.ip.portrange.hifirst: 49152
net.inet.ip.portrange.hilast: 65535
net.inet.ip.portrange.ipport_allow_udp_port_exhaustion: 0
net.inet.ip.forwarding: 0
net.inet.ip.redirect: 1
net.inet.ip.ttl: 64
net.inet.ip.rtexpire: 10
net.inet.ip.rtminexpire: 10
net.inet.ip.rtmaxcache: 128
net.inet.ip.sourceroute: 0
net.inet.ip.accept_sourceroute: 0
net.inet.ip.gifttl: 30
net.inet.ip.linklocal.in.allowbadttl: 1
net.inet.ip.log.privacy: 1
net.inet.ip.mcast.maxgrpsrc: 512
net.inet.ip.mcast.maxsocksrc: 128
net.inet.ip.mcast.loop: 1
net.inet.ip.dummynet.hash_size: 64
net.inet.ip.dummynet.curr_time: 0
net.inet.ip.dummynet.ready_heap: 0
net.inet.ip.dummynet.extract_heap: 0
net.inet.ip.dummynet.searches: 0
net.inet.ip.dummynet.search_steps: 0
net.inet.ip.dummynet.expire: 1
net.inet.ip.dummynet.max_chain_len: 16
net.inet.ip.dummynet.red_lookup_depth: 256
net.inet.ip.dummynet.red_avg_pkt_size: 512
net.inet.ip.dummynet.red_max_pkt_size: 1500
net.inet.ip.dummynet.debug: 0
net.inet.ip.subnets_are_local: 0
net.inet.ip.sendsourcequench: 0
net.inet.ip.maxfragpackets: 8192
net.inet.ip.fragpackets: 0
net.inet.ip.maxfragsperpacket: 128
net.inet.ip.adj_clear_hwcksum: 0
net.inet.ip.adj_partial_sum: 1
net.inet.ip.check_interface: 1
net.inet.ip.checkinterface_debug: 0
net.inet.ip.rx_chainsz: 6
net.inet.ip.maxchainsent: 49
net.inet.ip.force_ipsum: 0
net.inet.ip.select_srcif_debug: 0
net.inet.ip.output_perf: 0
net.inet.ip.output_perf_bins: 0
net.inet.ip.rfc6864: 1
net.inet.icmp.maskrepl: 0
net.inet.icmp.timestamp: 0
net.inet.icmp.drop_redirect: 1
net.inet.icmp.log_redirect: 0
net.inet.icmp.bmcastecho: 1
net.inet.icmp.suppress_icmp_port_unreach: 0
net.inet.igmp.recvifkludge: 1
net.inet.igmp.sendra: 1
net.inet.igmp.sendlocal: 1
net.inet.igmp.v1enable: 1
net.inet.igmp.v2enable: 1
net.inet.igmp.legacysupp: 0
net.inet.igmp.default_version: 3
net.inet.igmp.gsrdelay: 10
net.inet.igmp.debug: 0
net.inet.tcp.mssdflt: 512
net.inet.tcp.keepidle: 7200000
net.inet.tcp.keepintvl: 75000
net.inet.tcp.sendspace: 131072
net.inet.tcp.recvspace: 131072
net.inet.tcp.keepinit: 75000
net.inet.tcp.v6mssdflt: 1024
net.inet.tcp.reass.overflows: 0
net.inet.tcp.reass.qlen: 0
net.inet.tcp.log.enable: 4193
net.inet.tcp.log.enable_usage: connection:0x00000001 rtt:0x00000002 ka:0x00000004 log:0x00000008 loop:0x00000010 local:0x00000020 gw:0x00000040 syn:0x00000100 fin:0x00000200 rst:0x00000400 dropnecp:0x00001000 droppcb:0x00002000 droppkt:0x00004000 fswflow:0x00008000 state:0x00010000 synrxmt:0x00020000 output:0x00040000 bind:0x00080000 
net.inet.tcp.log.rtt_port: 0
net.inet.tcp.log.bind_anon_port: 0
net.inet.tcp.log.local_port_included: 0
net.inet.tcp.log.remote_port_included: 0
net.inet.tcp.log.local_port_excluded: 0
net.inet.tcp.log.remote_port_excluded: 0
net.inet.tcp.log.thflags_if_family: 0
net.inet.tcp.log.rate_limit: 1000
net.inet.tcp.log.rate_duration: 60
net.inet.tcp.log.rate_max: 2512
net.inet.tcp.log.rate_exceeded_total: 7978
net.inet.tcp.log.rate_current: 11
net.inet.tcp.mptcp_preferred_version: 1
net.inet.tcp.backoff_maximum: 65536
net.inet.tcp.ecn_timeout: 5
net.inet.tcp.disable_tcp_heuristics: 0
net.inet.tcp.mptcp_version_timeout: 1440
net.inet.tcp.clear_tfocache: 0
net.inet.tcp.log_in_vain: 0
net.inet.tcp.blackhole: 0
net.inet.tcp.delayed_ack: 3
net.inet.tcp.recvbg: 0
net.inet.tcp.drop_synfin: 1
net.inet.tcp.slowlink_wsize: 8192
net.inet.tcp.maxseg_unacked: 8
net.inet.tcp.rfc3465: 1
net.inet.tcp.rfc3465_lim2: 1
net.inet.tcp.recv_allowed_iaj: 5
net.inet.tcp.doautorcvbuf: 1
net.inet.tcp.autotunereorder: 1
net.inet.tcp.autorcvbufmax: 4194304
net.inet.tcp.disable_access_to_stats: 1
net.inet.tcp.challengeack_limit: 10
net.inet.tcp.use_min_curr_rtt: 1
net.inet.tcp.awdl_rtobase: 100
net.inet.tcp.syncookie: 0
net.inet.tcp.rcvsspktcnt: 512
net.inet.tcp.rexmt_thresh: 3
net.inet.tcp.path_mtu_discovery: 1
net.inet.tcp.local_slowstart_flightsize: 8
net.inet.tcp.tso: 1
net.inet.tcp.ecn_setup_percentage: 100
net.inet.tcp.accurate_ecn: 0
net.inet.tcp.l4s_developer: 0
net.inet.tcp.l4s: 0
net.inet.tcp.link_heuristics_flags: 63
net.inet.tcp.link_heuristics_rto_min: 3000
net.inet.tcp.allow_syn_prio: 0
net.inet.tcp.do_ack_compression: 1
net.inet.tcp.ack_compression_rate: 5
net.inet.tcp.randomize_timestamps: 1
net.inet.tcp.ecn_initiate_out: 1
net.inet.tcp.ecn: 1
net.inet.tcp.packetchain: 50
net.inet.tcp.socket_unlocked_on_output: 1
net.inet.tcp.min_iaj_win: 16
net.inet.tcp.acc_iaj_react_limit: 200
net.inet.tcp.autosndbufinc: 8192
net.inet.tcp.autosndbufmax: 4194304
net.inet.tcp.rtt_recvbg: 1
net.inet.tcp.recv_throttle_minwin: 16384
net.inet.tcp.enable_tlp: 1
net.inet.tcp.sack: 1
net.inet.tcp.sack_maxholes: 128
net.inet.tcp.sack_globalmaxholes: 65536
net.inet.tcp.fastopen_key: 
net.inet.tcp.fastopen_backlog: 10
net.inet.tcp.fastopen: 3
net.inet.tcp.now_init: 10012
net.inet.tcp.microuptime_init: 10012
net.inet.tcp.minmss: 216
net.inet.tcp.pcbcount: 249
net.inet.tcp.icmp_may_rst: 1
net.inet.tcp.rtt_min: 100
net.inet.tcp.rexmt_slop: 200
net.inet.tcp.randomize_ports: 0
net.inet.tcp.win_scale_factor: 3
net.inet.tcp.init_rtt_from_cache: 1
net.inet.tcp.tso_debug: 0
net.inet.tcp.rxt_seg_max: 1024
net.inet.tcp.rxt_seg_drop: 1690
net.inet.tcp.tcbhashsize: 4096
net.inet.tcp.rst_rlc_enable: 1
net.inet.tcp.rst_rlc_bucket_ms: 200
net.inet.tcp.rst_rlc_use_ts: 1
net.inet.tcp.rst_rlc_verbose: 0
net.inet.tcp.keepcnt: 8
net.inet.tcp.msl: 15000
net.inet.tcp.fin_timeout: 60000
net.inet.tcp.max_persist_timeout: 0
net.inet.tcp.always_keepalive: 0
net.inet.tcp.timer_fastmode_idlemax: 10
net.inet.tcp.broken_peer_syn_rexmit_thres: 10
net.inet.tcp.tcp_timer_advanced: 23483
net.inet.tcp.tcp_resched_timerlist: 4293760
net.inet.tcp.pmtud_blackhole_detection: 1
net.inet.tcp.pmtud_blackhole_mss: 1200
net.inet.tcp.syncookie_hmac_sha256: 0
net.inet.tcp.cubic_tcp_friendliness: 0
net.inet.tcp.cubic_fast_convergence: 0
net.inet.tcp.cubic_use_minrtt: 0
net.inet.tcp.cubic_minor_fixes: 1
net.inet.tcp.cubic_rfc_compliant: 1
net.inet.tcp.rack: 1
net.inet.tcp.bg_target_qdelay: 40
net.inet.tcp.bg_allowed_increase: 8
net.inet.tcp.bg_tether_shift: 1
net.inet.tcp.bg_ss_fltsz: 2
net.inet.tcp.ledbat_plus_plus: 1
net.inet.tcp.rledbat: 1
net.inet.tcp.cc_debug: 0
net.inet.tcp.newreno_sockets: 0
net.inet.tcp.background_sockets: 0
net.inet.tcp.use_ledbat: 0
net.inet.tcp.cubic_sockets: 242
net.inet.tcp.use_newreno: 0
net.inet.tcp.use_rto_deadline: 0
net.inet.tcp.rto_deadline_sojourn_factor: 75
net.inet.udp.checksum: 1
net.inet.udp.maxdgram: 9216
net.inet.udp.recvspace: 786896
net.inet.udp.log.enable: 97
net.inet.udp.log.enable_usage: connect:0x00000001 bind:0x00000002 log:0x00000008 loop:0x00000010 local:0x00000020 gw:0x00000040 dropnecp:0x00001000 droppcb:0x00002000 droppkt:0x00004000 
net.inet.udp.log.bind_anon_port: 0
net.inet.udp.log.local_port_included: 0
net.inet.udp.log.remote_port_included: 0
net.inet.udp.log.local_port_excluded: 0
net.inet.udp.log.remote_port_excluded: 0
net.inet.udp.log.rate_limit: 1000
net.inet.udp.log.rate_duration: 60
net.inet.udp.log.rate_max: 400
net.inet.udp.log.rate_exceeded_total: 0
net.inet.udp.log.rate_current: 116
net.inet.udp.log_in_vain: 0
net.inet.udp.blackhole: 0
net.inet.udp.pcbcount: 53
net.inet.udp.randomize_ports: 1
net.inet.udp.port_unreach_rlc_enable: 1
net.inet.udp.port_unreach_rlc_bucket_ms: 100
net.inet.udp.port_unreach_rlc_use_ts: 1
net.inet.udp.port_unreach_rlc_verbose: 0
net.inet.ipsec.def_policy: 1
net.inet.ipsec.esp_trans_deflev: 1
net.inet.ipsec.esp_net_deflev: 1
net.inet.ipsec.ah_trans_deflev: 1
net.inet.ipsec.ah_net_deflev: 1
net.inet.ipsec.ah_cleartos: 1
net.inet.ipsec.ah_offsetmask: 0
net.inet.ipsec.dfbit: 0
net.inet.ipsec.ecn: 0
net.inet.ipsec.debug: 0
net.inet.ipsec.esp_randpad: -1
net.inet.ipsec.bypass: 1
net.inet.ipsec.esp_port: 0
net.inet.raw.maxdgram: 8192
net.inet.raw.recvspace: 8192
net.inet.raw.pcbcount: 1
net.inet.mptcp.enable: 1
net.inet.mptcp.mptcp_cap_retr: 4
net.inet.mptcp.dss_csum: 0
net.inet.mptcp.fail: 1
net.inet.mptcp.keepalive: 840
net.inet.mptcp.rtthist_thresh: 600
net.inet.mptcp.rto_thresh: 1500
net.inet.mptcp.probeto: 1000
net.inet.mptcp.probecnt: 5
net.inet.mptcp.enable_v1: 1
net.inet.mptcp.reass_qlen: 0
net.inet.mptcp.pcbcount: 0
net.inet.mptcp.alternate_port: 0
net.inet.mptcp.allow_aggregate: 0
net.inet.mptcp.no_first_party: 0
net.inet.mptcp.expected_progress_headstart: 5000
net.inet.mptcp.rto: 3
net.inet.mptcp.nrto: 3
net.inet.mptcp.tw: 60
net.inet.log_restricted: 0
net.link.generic.system.port_used.wakeuuid_not_set_last_time: { sec = 1783814032, usec = 3112 } Sun Jul 12 07:53:52 2026
net.link.generic.system.port_used.verbose: 0
net.link.generic.system.port_used.wake_pkt_event_delay_if_families: 0 0
net.link.generic.system.port_used.wakeuuid_last_update_time: { sec = 1784415826, usec = 525186 } Sun Jul 19 07:03:46 2026
net.link.generic.system.port_used.wakeuuid_not_set_last_if: awdl0
net.link.generic.system.management.control_unrestricted: 0
net.link.generic.system.management.data_unrestricted: 0
net.link.generic.system.management.verbose: 0
net.link.generic.system.link_heuristics_flags: 9
net.link.generic.system.enable_netagent: 1
net.link.generic.system.dlil_input_sanity_check: 0
net.link.generic.system.max_magic_search_len: 512
net.link.generic.system.wake_pkt_debug: 0
net.link.generic.system.dlil_verbose: 0
net.link.generic.system.threshold_interval: 2
net.link.generic.system.threshold_notify: 1
net.link.generic.system.flow_advisory: 1
net.link.generic.system.hwcksum_dbg_finalized_data: 0
net.link.generic.system.hwcksum_dbg_finalized_hdr: 0
net.link.generic.system.hwcksum_dbg_adjusted: 0
net.link.generic.system.hwcksum_dbg_bad_rxoff: 0
net.link.generic.system.hwcksum_dbg_bad_cksum: 0
net.link.generic.system.hwcksum_dbg_verified: 0
net.link.generic.system.hwcksum_dbg_partial_rxoff_adj: 0
net.link.generic.system.hwcksum_dbg_partial_rxoff_forced: 0
net.link.generic.system.hwcksum_dbg_partial_forced_bytes: 0
net.link.generic.system.hwcksum_dbg_partial_forced: 0
net.link.generic.system.hwcksum_dbg_mode: 0
net.link.generic.system.hwcksum_dbg: 0
net.link.generic.system.hwcksum_in_invalidated: 0
net.link.generic.system.hwcksum_rx: 1
net.link.generic.system.hwcksum_tx: 1
net.link.generic.system.dlil_input_threads: 26
net.link.generic.system.rxpoll_max: 0
net.link.generic.system.rxpoll_wakeups_hiwat: 100
net.link.generic.system.rxpoll_wakeups_lowat: 10
net.link.generic.system.rxpoll_interval_pkts: 0
net.link.generic.system.rxpoll_interval_time: 1000000
net.link.generic.system.rxpoll_sample_time: 10000000
net.link.generic.system.rxpoll_freeze_time: 1000000000
net.link.generic.system.rxpoll_decay: 2
net.link.generic.system.rxpoll: 1
net.link.generic.system.tx_chain_len_count: 0
net.link.generic.system.rcvq_trim_pct: 8192
net.link.generic.system.rcvq_burst_limit: 8192
net.link.generic.system.start_delay_disabled: 0
net.link.generic.system.start_delayed: 0
net.link.generic.system.delaybased_queue: 1
net.link.generic.system.rcvq_maxlen: 256
net.link.generic.system.sndq_maxlen: 128
net.link.generic.system.ultra_constrained_default_allowed: 0
net.link.generic.system.if_verbose: 0
net.link.generic.system.link_heuristics_delay: 30000
net.link.generic.system.link_heuristics_lqm_max: 0
net.link.ether.inet.prune_intvl: 300
net.link.ether.inet.probe_intvl: 7
net.link.ether.inet.max_age: 1200
net.link.ether.inet.host_down_time: 20
net.link.ether.inet.arp_llreach_base: 120
net.link.ether.inet.arp_unicast_lim: 3
net.link.ether.inet.maxtries: 5
net.link.ether.inet.maxhold: 16
net.link.ether.inet.useloopback: 1
net.link.ether.inet.proxyall: 0
net.link.ether.inet.sendllconflict: 0
net.link.ether.inet.log_arp_warnings: 0
net.link.ether.inet.keep_announcements: 1
net.link.ether.inet.send_conflicting_probes: 1
net.link.ether.inet.verbose: 0
net.link.ether.inet.maxhold_total: 1024
net.link.iptap.total_tap_count: 0
net.link.iptap.log: 0
net.link.vlan.debug: 0
net.link.vlan.log_level: 5
net.link.bridge.dhcp_xid_max_entry_count: 64
net.link.bridge.check_dhcp_xid: 1
net.link.bridge.use_dhcp_xid: 1
net.link.bridge.tso_reduce_mss_tx: 0
net.link.bridge.tso_reduce_mss_forwarding: 110
net.link.bridge.allow_lro_num_seg: 1
net.link.bridge.enable_early_input: 1
net.link.bridge.output_skip_filters: 1
net.link.bridge.log_level: 5
net.link.bridge.debug: 0
net.link.bridge.txstart: 0
net.link.bridge.rtable_hash_size_max: 2048
net.link.bridge.rtable_prune_period: 300
net.link.bridge.inherit_mac: 0
net.link.redirect.debug: 0
net.link.fake.trace_tag: 0
net.link.fake.qset_cnt: 4
net.link.fake.llink_cnt: 0
net.link.fake.tx_completion_mode: 0
net.link.fake.tx_exp_policy: 0
net.link.fake.tx_drops: 0
net.link.fake.if_adv_intvl: 0
net.link.fake.user_access: 0
net.link.fake.buflet_size: 512
net.link.fake.max_mtu: 2048
net.link.fake.tso_buf_size: 16384
net.link.fake.trailer_length: 0
net.link.fake.fcs: 0
net.link.fake.tx_headroom: 32
net.link.fake.link_layer_aggregation_factor: 96
net.link.fake.rx_flow_steering_support: 0
net.link.fake.pktpool_mode: 0
net.link.fake.fail_ioctl: 0
net.link.fake.separate_frame_header: 0
net.link.fake.lro: 0
net.link.fake.expiration_threshold: 500
net.link.fake.tso_support: 0
net.link.fake.low_latency: 0
net.link.fake.multibuflet: 0
net.link.fake.wmm_mode: 0
net.link.fake.debug: 0
net.link.fake.log_level: 5
net.link.fake.bsd_mode: 1
net.link.fake.nxattach: 0
net.link.fake.vlan_tagging: 1
net.link.fake.hwcsum: 0
net.link.fake.txstart: 1
net.link.pktap.total_tap_count: 0
net.link.pktap.count_unknown_if_type: 0
net.link.pktap.log: 0
net.link.droptap.total_tap_count: 0
net.link.droptap.verbose: 0
net.link.loopback.dequeue_sc: 0
net.link.loopback.sched_model: 0
net.link.loopback.max_dequeue: 256
net.link.bond.log_level: 5
net.link.bond.debug: 0
net.key.debug: 0
net.key.spi_trycnt: 1000
net.key.spi_minval: 256
net.key.spi_maxval: 268435455
net.key.int_random: 60
net.key.larval_lifetime: 30
net.key.blockacq_count: 10
net.key.blockacq_lifetime: 20
net.key.esp_keymin: 256
net.key.esp_auth: 0
net.key.ah_keymin: 128
net.key.prefered_oldsa: 0
net.key.natt_keepalive_interval: 20
net.key.pcbcount: 0
net.inet6.ip6.forwarding: 0
net.inet6.ip6.redirect: 1
